"User Story Number","User Story Description","Feature Number","Feature Description","Source File","Source Text"
"US-2991","As any user, I want guidance on internet and browser issues, so that connectivity problems are resolved.","F-1","F-1","part_092.txt","“8.2.1 Internet and Browser ISSUES”"
"US-2992","As any user, I want guidance on SMART issues, so that I can troubleshoot application errors.","F-1","F-1","part_092.txt","“8.2.2 SMART ISSUGS”"
"US-2993","As any user, I want information on getting more help, so that I know additional support resources.","F-1","F-1","part_092.txt","“8.3 Getting More Hel Po”"
"US-2994","As a user, I want to view the landing page, so that I can start navigating SMART.","F-1","F-1","part_092.txt","“Figure 1: LANGING PAGE”"
"US-2995","As a user, I want to set up my MFA phone, so that my account is secured with multi-factor authentication.","F-1","F-1","part_092.txt","“Figure 2: MFA Phone Set-Up”"
"US-2996","As a user, I want to verify my MFA phone, so that MFA activation is completed.","F-1","F-1","part_092.txt","“Figure 4: MFA Phone Verification”"
"US-2997","As a user, I want to perform multi-factor authentication at login, so that account access is secure.","F-1","F-1","part_092.txt","“Figure 5: Multi-Factor AUtH@Ntication”"
"US-2998","As a user, I want to set up security questions, so that I have an alternate verification method.","F-1","F-1","part_092.txt","“Figure 6: Setting Up Security QUESTIONS PAGE”"
"US-2999","As a user, I want to see the default page after login, so that I know I’m successfully signed in.","F-1","F-1","part_092.txt","“Figure 7: Default Page”"
"US-3000","As a user, I want to manage my password, so that I can keep my credentials secure.","F-1","F-1","part_092.txt","“Figure 8: Manage PaSSWOIK”"
"US-3001","As a user, I want to access “Forgot Password” from the login page, so that I can recover access.","F-1","F-1","part_092.txt","“Figure 9: Login Page — Forgot PaSSWOM”"
"US-3002","As a user, I want to reset my password on the forgot-password page, so that I regain account access.","F-1","F-1","part_092.txt","“Figure 10. Forgot PaSSWOrd Page”"
"US-3003","As a user, I want to view my tickets dashboard, so that I can monitor my assigned cases.","F-1","F-1","part_092.txt","“Figure 11: My Tickets DaShboard”"
"US-3004","As a user, I want to pin a ticket record to my dashboard, so that I can access it quickly.","F-1","F-1","part_092.txt","“Figure 12: Pin to Dashboard (Ticket RECOM)”"
"US-3005","As a user, I want to unpin a ticket record from my dashboard, so that I can declutter my view.","F-1","F-1","part_092.txt","“Figure 13: Unpin from Dashboard (Ticket RECOrd)”"
"US-3006","As a supervisor, I want to access the supervisor inbox, so that I can review escalated items.","F-1","F-1","part_092.txt","“Figure 14: SUPerviSOr INDOX”"
"US-3007","As a supervisor, I want to change disposition in edit mode, so that ticket status follows workflow.","F-1","F-1","part_092.txt","“Figure 15: Change Disposition (Edit MOde@)”"
"US-3008","As a supervisor, I want to view the disposition workflow, so that I understand ticket state transitions.","F-1","F-1","part_092.txt","“Figure 16: Disposition Workflow”"
"US-3009","As a system user, I want tickets auto-assigned, so that workload distribution is automated.","F-1","F-1","part_092.txt","“Figure 17: AUtO-ASSISN TiCK@t”"
"US-3010","As a HUD user, I want to access the HUD inbox, so that I can see HUD-specific items.","F-1","F-1","part_092.txt","“Figure 18: HUD INDOX”"
"US-3011","As a HUD user, I want to filter the HUD inbox by user, so that I narrow results to a colleague.","F-1","F-1","part_092.txt","“Figure 19: Filter Dy HUD US@P”"
"US-3012","As a HUD user, I want to view the filtered HUD inbox, so that I confirm the filter worked.","F-1","F-1","part_092.txt","“Figure 20: Filtered HUD INDOX”"
"US-3013","As a user, I want to view a filtered action list, so that I see only relevant actions.","F-1","F-1","part_092.txt","“Filtered Action List”"
"US-3014","As a user, I want to access the loan search screen, so that I can begin a loan query.","F-1","F-1","part_092.txt","“LOAN S@arch SCrEEN”"
"US-3015","As a user, I want to search the production loan database, so that I find current loan records.","F-1","F-1","part_092.txt","“Search Database — Production Database”"
"US-3016","As a user, I want a start-search button, so that I can execute my query.","F-1","F-1","part_092.txt","“Start Search BUttOn”"
"US-3017","As a user, I want to search the legacy loan database, so that I find historical records.","F-1","F-1","part_092.txt","“Search Database — Legacy Database”"
"US-3018","As a user, I want to search the DAT C database, so that I access specialized loan data.","F-1","F-1","part_092.txt","“Search Database — DAT C Database”"
"US-3019","As a user, I want to view search results, so that I can select the right loan.","F-1","F-1","part_092.txt","“Search R@SUItS”"
"US-3020","As a user, I want result headers displayed, so that column meanings are clear.","F-1","F-1","part_092.txt","“RESUIt HEACELS”"
"US-3021","As a user, I want to sort search results, so that I can organize them by criteria.","F-1","F-1","part_092.txt","“Search ReSUuIts — SOrt”"
"US-3022","As a user, I want to open a loan record, so that I can review loan details.","F-1","F-1","part_092.txt","“Loan Record (CXaMple)”"
"US-3023","As a user, I want to view the loan summary tab, so that I see high-level loan data.","F-1","F-1","part_092.txt","“VIEW LOAN SUMMMALY”"
"US-3024","As a user, I want to view detailed loan information, so that I see all loan fields.","F-1","F-1","part_092.txt","“View Loan Detail”"
"US-3025","As a user, I want to view loan filing information, so that I can review filed documents.","F-1","F-1","part_092.txt","“VIEW LOAN FIlING”"
"US-3026","As a user, I want to view loan recording information, so that I confirm official record entries.","F-1","F-1","part_092.txt","“VIEW LOAN RECOFCING”"
"US-3027","As a user, I want to view property inspection data, so that I assess property condition.","F-1","F-1","part_092.txt","“View Property INSPECTION”"
"US-3028","As a user, I want to view loan documents, so that I can download or read them.","F-1","F-1","part_092.txt","“VIQW DOCUMENLS”"
"US-3029","As a user, I want to add a document to a loan, so that new files are stored.","F-1","F-1","part_092.txt","“Add DOCUMENT”"
"US-3030","As a user, I want to view notes for a loan, so that I understand commentary history.","F-1","F-1","part_092.txt","“VIQW NOtS”"
"US-3031","As a user, I want to access AC notes, so that I view automated comments.","F-1","F-1","part_092.txt","“AC NOteS”"
"US-3032","As a user, I want to open the mortgage release tab, so that I can process releases.","F-1","F-1","part_092.txt","“Mortgage Release Tab”"
"US-3033","As a user, I want to open the foreclosure tab, so that I review foreclosure data.","F-1","F-1","part_092.txt","“FOreECIOSULE TaD”"
"US-3034","As a user, I want to open the bankruptcy tab, so that I review bankruptcy information.","F-1","F-1","part_092.txt","“Bankruptcy Tab”"
"US-3035","As a user, I want to view disbursements, so that I track outgoing funds.","F-1","F-1","part_092.txt","“View DiSDUPSEMENKS”"
"US-3036","As a user, I want to view payoff information, so that I know remaining balance.","F-1","F-1","part_092.txt","“VIQW PayOFf”"
"US-3037","As a user, I want to view transactions, so that I audit financial activity.","F-1","F-1","part_092.txt","“VIEW TrANSACTIONS”"
"US-3038","As a user, I want to view customer service records from the loan, so that I correlate service history.","F-1","F-1","part_092.txt","“VIEW CUSTOMETL SELVICE”"
"US-3039","As a SMART user, I want to open https://smart.hudnsc.org in a supported browser, so that I can reach the SMART landing page.","F-1","F-1","part_093.txt","“To access the SMART web application, open your web browser and go to: https://smart.hudnsc.org.”"
"US-3039","As a SMART user, I want to open https://smart.hudnsc.org in a supported browser, so that I can reach the SMART landing page.","F-2","F-2","part_093.txt","“Input your User Name. Input your Password.”"
"US-3039","As a SMART user, I want to open https://smart.hudnsc.org in a supported browser, so that I can reach the SMART landing page.","F-3","F-3","part_093.txt","“Unauthorized Access Warning”"
